,col1
4997,11146
4998,11153
4999,11158
5000,11160
5001,11162
5002,11171
5003,11173
5004,11184
5005,11185
5006,11189
5007,11198
5008,11200
5009,11202
5010,11211
5011,11212
5012,11216
5013,11217
5014,11218
5015,11220
5016,11221
5017,11223
5018,11227
5019,11229
5020,11230
5021,11231
5022,11232
5023,11238
5024,11243
5025,11245
5026,11246
5027,11250
5028,11251
5029,11254
5030,11255
5031,11267
5032,11273
5033,11278
5034,11289
5035,11296
5036,11299
5037,11300
5038,11303
5039,11304
5040,11305
5041,11308
5042,11315
5043,11317
5044,11318
5045,11320
5046,11323
5047,11325
5048,11331
5049,11336
5050,11339
5051,11344
5052,11346
5053,11353
5054,11354
5055,11364
5056,11367
5057,11368
5058,11377
5059,11381
5060,11383
5061,11385
5062,11387
5063,11389
5064,11391
5065,11403
5066,11405
5067,11407
5068,11408
5069,11412
5070,11426
5071,11428
5072,11434
5073,11437
5074,11438
5075,11441
5076,11445
5077,11449
5078,11462
5079,11473
5080,11480
5081,11481
5082,11483
5083,11488
5084,11492
5085,11500
5086,11505
5087,11512
5088,11522
5089,11525
5090,11526
5091,11527
5092,11529
5093,11530
5094,11534
5095,11535
5096,11538
5097,11540
5098,11542
5099,11544
5100,11546
5101,11557
5102,11560
5103,11566
5104,11567
5105,11573
5106,11574
5107,11578
5108,11579
5109,11583
5110,11584
5111,11585
5112,11586
5113,11587
5114,11589
5115,11612
5116,11623
5117,11638
5118,11640
5119,11641
5120,11644
5121,11648
5122,11654
5123,11656
5124,11657
5125,11660
5126,11663
5127,11669
5128,11671
5129,11672
5130,11673
5131,11679
5132,11681
5133,11686
5134,11689
5135,11691
5136,11692
5137,11703
5138,11706
5139,11712
5140,11713
5141,11719
5142,11720
5143,11722
5144,11723
5145,11727
5146,11728
5147,11730
5148,11733
5149,11739
5150,11740
5151,11753
5152,11755
5153,11758
5154,11763
5155,11767
5156,11773
5157,11776
5158,11781
5159,11786
5160,11790
5161,11805
5162,11811
5163,11815
5164,11818
5165,11822
5166,11823
5167,11829
5168,11831
5169,11834
5170,11835
5171,11836
5172,11838
5173,11850
5174,11853
5175,11857
5176,11858
5177,11859
5178,11864
5179,11869
5180,11871
5181,11874
5182,11876
5183,11877
5184,11881
5185,11889
5186,11890
5187,11894
5188,11898
5189,11899
5190,11901
5191,11902
5192,11904
5193,11908
5194,11912
5195,11919
5196,11924
5197,11926
5198,11932
5199,11939
5200,11948
5201,11949
5202,11950
5203,11954
5204,11956
5205,11959
5206,11961
5207,11962
5208,11964
5209,11966
5210,11971
5211,11977
5212,11985
5213,11987
5214,11990
5215,11994
5216,12000
5217,12002
5218,12003
5219,12006
5220,12009
5221,12013
5222,12017
5223,12018
5224,12021
5225,12024
5226,12025
5227,12030
5228,12032
5229,12033
5230,12034
5231,12035
5232,12039
5233,12043
5234,12046
5235,12051
5236,12055
5237,12060
5238,12062
5239,12065
5240,12070
5241,12074
5242,12075
5243,12076
5244,12083
5245,12084
5246,12091
5247,12094
5248,12095
5249,12096
5250,12097
5251,12101
5252,12105
5253,12106
5254,12110
5255,12111
5256,12113
5257,12117
5258,12120
5259,12133
5260,12134
5261,12137
5262,12140
5263,12141
5264,12156
5265,12157
5266,12168
5267,12169
5268,12170
5269,12173
5270,12174
5271,12182
5272,12184
5273,12204
5274,12207
5275,12209
5276,12214
5277,12218
5278,12220
5279,12221
5280,12226
5281,12229
5282,12232
5283,12236
5284,12241
5285,12243
5286,12244
5287,12248
5288,12252
5289,12258
5290,12260
5291,12264
5292,12266
5293,12268
5294,12269
5295,12270
5296,12271
5297,12272
5298,12277
5299,12278
5300,12279
5301,12280
5302,12286
5303,12289
5304,12294
5305,12298
5306,12299
5307,12306
5308,12308
5309,12312
5310,12319
5311,12322
5312,12325
5313,12331
5314,12341
5315,12343
5316,12344
5317,12346
5318,12349
5319,12351
5320,12352
5321,12353
5322,12358
5323,12359
5324,12364
5325,12367
5326,12368
5327,12369
5328,12370
5329,12372
5330,12374
5331,12383
5332,12396
5333,12401
5334,12403
5335,12404
5336,12409
5337,12413
5338,12414
5339,12417
5340,12418
5341,12420
5342,12421
5343,12426
5344,12429
5345,12439
5346,12440
5347,12443
5348,12454
5349,12457
5350,12462
5351,12466
5352,12474
5353,12482
5354,12485
5355,12489
5356,12492
5357,12502
5358,12506
5359,12507
5360,12517
5361,12524
5362,12528
5363,12533
5364,12536
5365,12538
5366,12539
5367,12541
5368,12545
5369,12546
5370,12549
5371,12550
5372,12551
5373,12552
5374,12553
5375,12556
5376,12557
5377,12558
5378,12560
5379,12564
5380,12565
5381,12566
5382,12567
5383,12568
5384,12571
5385,12573
5386,12577
5387,12578
5388,12581
5389,12583
5390,12586
5391,12590
5392,12591
5393,12594
5394,12596
5395,12598
5396,12601
5397,12602
5398,12605
5399,12614
5400,12622
5401,12625
5402,12628
5403,12632
5404,12635
5405,12637
5406,12647
5407,12651
5408,12657
5409,12658
5410,12665
5411,12667
5412,12672
5413,12681
5414,12686
5415,12693
5416,12695
5417,12699
5418,12701
5419,12702
5420,12703
5421,12705
5422,12708
5423,12709
5424,12711
5425,12714
5426,12715
5427,12720
5428,12735
5429,12736
5430,12741
5431,12744
5432,12750
5433,12764
5434,12768
5435,12772
5436,12775
5437,12792
5438,12795
5439,12796
5440,12798
5441,12799
5442,12801
5443,12802
5444,12803
5445,12806
5446,12808
5447,12809
5448,12810
5449,12814
5450,12826
5451,12828
5452,12831
5453,12834
5454,12836
5455,12837
5456,12840
5457,12841
5458,12843
5459,12847
5460,12850
5461,12853
5462,12854
5463,12863
5464,12864
5465,12868
5466,12871
5467,12876
5468,12878
5469,12881
5470,12882
5471,12883
5472,12884
5473,12885
5474,12894
5475,12900
5476,12901
5477,12911
5478,12924
5479,12927
5480,12943
5481,12947
5482,12952
5483,12953
5484,12954
5485,12955
5486,12956
5487,12957
5488,12963
5489,12965
5490,12966
5491,12967
5492,12969
5493,12984
5494,12985
5495,12986
5496,12993
5497,12997
5498,13001
5499,13002
5500,13005
5501,13010
5502,13014
5503,13018
5504,13019
5505,13021
5506,13023
5507,13032
5508,13033
5509,13035
5510,13037
5511,13038
5512,13041
5513,13045
5514,13052
5515,13056
5516,13060
5517,13061
5518,13063
5519,13064
5520,13070
5521,13072
5522,13077
5523,13082
5524,13087
5525,13089
5526,13092
5527,13095
5528,13100
5529,13101
5530,13102
5531,13104
5532,13106
5533,13110
5534,13112
5535,13113
5536,13114
5537,13117
5538,13125
5539,13130
5540,13131
5541,13133
5542,13137
5543,13141
5544,13143
5545,13146
5546,13147
5547,13157
5548,13166
5549,13170
5550,13172
5551,13174
5552,13179
5553,13180
5554,13182
5555,13186
5556,13190
5557,13191
5558,13194
5559,13200
5560,13205
5561,13207
5562,13210
5563,13214
5564,13223
5565,13228
5566,13229
5567,13233
5568,13234
5569,13236
5570,13243
5571,13253
5572,13256
5573,13258
5574,13262
5575,13263
5576,13268
5577,13269
5578,13270
5579,13271
5580,13274
5581,13277
5582,13279
5583,13282
5584,13286
5585,13287
5586,13288
5587,13291
5588,13295
5589,13296
5590,13302
5591,13306
5592,13308
5593,13313
5594,13316
5595,13318
5596,13325
5597,13334
5598,13336
5599,13337
5600,13343
5601,13348
5602,13353
5603,13366
5604,13370
5605,13374
5606,13384
5607,13386
5608,13387
5609,13388
5610,13402
5611,13403
5612,13406
5613,13413
5614,13415
5615,13418
5616,13419
5617,13420
5618,13421
5619,13436
5620,13443
5621,13446
5622,13449
5623,13457
5624,13462
5625,13470
5626,13472
5627,13474
5628,13475
5629,13476
5630,13479
5631,13482
5632,13491
5633,13495
5634,13498
5635,13504
5636,13510
5637,13511
5638,13515
5639,13518
5640,13519
5641,13520
5642,13521
5643,13525
5644,13529
5645,13533
5646,13534
5647,13535
5648,13536
5649,13546
5650,13548
5651,13549
5652,13551
5653,13554
5654,13555
5655,13556
5656,13557
5657,13558
5658,13559
5659,13574
5660,13579
5661,13584
5662,13586
5663,13590
5664,13594
5665,13597
5666,13598
5667,13601
5668,13602
5669,13604
5670,13605
5671,13610
5672,13613
5673,13614
5674,13617
5675,13626
5676,13630
5677,13635
5678,13636
5679,13649
5680,13650
5681,13656
5682,13657
5683,13664
5684,13666
5685,13668
5686,13680
5687,13683
5688,13685
5689,13686
5690,13695
5691,13697
5692,13700
5693,13703
5694,13704
5695,13716
5696,13720
5697,13724
5698,13725
5699,13730
5700,13735
5701,13736
5702,13737
5703,13747
5704,13748
5705,13750
5706,13754
5707,13758
5708,13762
5709,13767
5710,13770
5711,13771
5712,13781
5713,13785
5714,13790
5715,13791
5716,13792
5717,13796
5718,13797
5719,13800
5720,13801
5721,13805
5722,13810
5723,13813
5724,13818
5725,13819
5726,13829
5727,13837
5728,13842
5729,13845
5730,13856
5731,13859
5732,13861
5733,13862
5734,13863
5735,13866
5736,13872
5737,13874
5738,13876
5739,13879
5740,13880
5741,13881
5742,13882
5743,13886
5744,13888
5745,13896
5746,13914
5747,13919
5748,13921
5749,13922
5750,13923
5751,13926
5752,13933
5753,13936
5754,13941
5755,13942
5756,13946
5757,13947
5758,13950
5759,13952
5760,13955
5761,13960
5762,13962
5763,13964
5764,13971
5765,13973
5766,13978
5767,13983
5768,13984
5769,13985
5770,13987
5771,13988
5772,13992
5773,13995
5774,13999
5775,14000
5776,14001
5777,14005
5778,14009
5779,14012
5780,14021
5781,14024
5782,14025
5783,14029
5784,14031
5785,14032
5786,14034
5787,14037
5788,14041
5789,14053
5790,14056
5791,14061
5792,14067
5793,14068
5794,14080
5795,14082
5796,14084
5797,14086
5798,14089
5799,14090
5800,14092
5801,14093
5802,14095
5803,14098
5804,14104
5805,14108
5806,14109
5807,14111
5808,14122
5809,14123
5810,14125
5811,14127
5812,14130
5813,14137
5814,14139
5815,14140
5816,14141
5817,14145
5818,14149
5819,14150
5820,14152
5821,14164
5822,14166
5823,14174
5824,14183
5825,14185
5826,14187
5827,14192
5828,14193
5829,14200
5830,14201
5831,14204
5832,14209
5833,14210
5834,14211
5835,14214
5836,14215
5837,14217
5838,14219
5839,14221
5840,14229
5841,14231
5842,14236
5843,14238
5844,14241
5845,14248
5846,14252
5847,14253
5848,14254
5849,14255
5850,14256
5851,14258
5852,14262
5853,14268
5854,14274
5855,14278
5856,14282
5857,14287
5858,14289
5859,14298
5860,14301
5861,14304
5862,14306
5863,14307
5864,14308
5865,14313
5866,14314
5867,14316
5868,14318
5869,14320
5870,14325
5871,14334
5872,14336
5873,14337
5874,14340
5875,14341
5876,14345
5877,14347
5878,14349
5879,14350
5880,14352
5881,14366
5882,14378
5883,14384
5884,14392
5885,14394
5886,14395
5887,14396
5888,14399
5889,14402
5890,14407
5891,14422
5892,14423
5893,14426
5894,14430
5895,14434
5896,14440
5897,14445
5898,14449
5899,14452
5900,14462
5901,14471
5902,14472
5903,14475
5904,14477
5905,14478
5906,14485
5907,14486
5908,14487
5909,14492
5910,14495
5911,14496
5912,14498
5913,14501
5914,14503
5915,14505
5916,14511
5917,14512
5918,14515
5919,14523
5920,14525
5921,14527
5922,14532
5923,14534
5924,14537
5925,14538
5926,14540
5927,14543
5928,14549
5929,14558
5930,14560
5931,14561
5932,14566
5933,14567
5934,14575
5935,14581
5936,14584
5937,14585
5938,14587
5939,14592
5940,14595
5941,14596
5942,14598
5943,14599
5944,14600
5945,14602
5946,14605
5947,14620
5948,14638
5949,14644
5950,14646
5951,14648
5952,14662
5953,14663
5954,14666
5955,14667
5956,14669
5957,14672
5958,14674
5959,14675
5960,14679
5961,14681
5962,14684
5963,14688
5964,14689
5965,14691
5966,14701
5967,14709
5968,14715
5969,14716
5970,14725
5971,14731
5972,14736
5973,14738
5974,14743
5975,14746
5976,14749
5977,14750
5978,14752
5979,14755
5980,14759
5981,14763
5982,14765
5983,14766
5984,14767
5985,14774
5986,14780
5987,14785
5988,14787
5989,14788
5990,14803
5991,14805
5992,14809
5993,14810
5994,14817
5995,14822
5996,14824
5997,14825
5998,14828
5999,14833
6000,14840
6001,14842
6002,14846
6003,14847
6004,14850
6005,14855
6006,14857
6007,14862
6008,14863
6009,14867
6010,14868
6011,14876
6012,14877
6013,14878
6014,14879
6015,14881
6016,14887
6017,14888
6018,14890
6019,14895
6020,14903
6021,14905
6022,14909
6023,14918
6024,14919
6025,14921
6026,14922
6027,14924
6028,14931
6029,14933
6030,14935
6031,14937
6032,14938
6033,14939
6034,14941
6035,14944
6036,14947
6037,14949
6038,14951
6039,14953
6040,14956
6041,14957
6042,14958
6043,14963
6044,14977
6045,14979
6046,14984
6047,14985
6048,14986
6049,14987
6050,14995
6051,14998
6052,14999
6053,15001
6054,15005
6055,15006
6056,15007
6057,15013
6058,15017
6059,15019
6060,15022
6061,15029
6062,15033
6063,15038
6064,15041
6065,15045
6066,15051
6067,15053
6068,15057
6069,15060
6070,15066
6071,15067
6072,15072
6073,15074
6074,15077
6075,15078
6076,15081
6077,15085
6078,15086
6079,15088
6080,15089
6081,15091
6082,15093
6083,15096
6084,15097
6085,15098
6086,15099
6087,15100
6088,15102
6089,15106
6090,15112
6091,15127
6092,15130
6093,15132
6094,15133
6095,15136
6096,15141
6097,15142
6098,15143
6099,15149
6100,15151
6101,15153
6102,15155
6103,15161
6104,15163
6105,15166
6106,15168
6107,15170
6108,15175
6109,15176
6110,15179
6111,15194
6112,15198
6113,15201
6114,15206
6115,15208
6116,15210
6117,15212
6118,15216
6119,15221
6120,15223
6121,15224
6122,15225
6123,15226
6124,15228
6125,15229
6126,15231
6127,15242
6128,15246
6129,15248
6130,15251
6131,15255
6132,15260
6133,15270
6134,15272
6135,15276
6136,15279
6137,15287
6138,15289
6139,15293
6140,15294
6141,15297
6142,15298
6143,15306
6144,15309
6145,15316
6146,15317
6147,15318
6148,15319
6149,15323
6150,15327
6151,15328
6152,15332
6153,15334
6154,15336
6155,15337
6156,15338
6157,15339
6158,15350
6159,15354
6160,15355
6161,15367
6162,15368
6163,15369
6164,15374
6165,15375
6166,15376
6167,15379
6168,15381
6169,15388
6170,15389
6171,15390
6172,15395
6173,15397
6174,15400
6175,15404
6176,15405
6177,15413
6178,15416
6179,15425
6180,15435
6181,15436
6182,15437
6183,15439
6184,15441
6185,15447
6186,15451
6187,15454
6188,15461
6189,15468
6190,15473
6191,15484
6192,15485
6193,15486
6194,15487
6195,15490
6196,15497
6197,15505
6198,15508
6199,15511
6200,15515
6201,15518
6202,15521
6203,15524
6204,15525
6205,15526
6206,15527
6207,15528
6208,15537
6209,15542
6210,15546
6211,15548
6212,15550
6213,15556
6214,15562
6215,15563
6216,15565
6217,15568
6218,15572
6219,15573
6220,15575
6221,15576
6222,15580
6223,15585
6224,15589
6225,15592
6226,15593
6227,15594
6228,15602
6229,15608
6230,15610
6231,15617
6232,15623
6233,15624
6234,15631
6235,15632
6236,15634
6237,15635
6238,15638
6239,15643
6240,15645
6241,15646
6242,15649
6243,15650
6244,15652
6245,15656
6246,15660
6247,15662
6248,15666
6249,15670
6250,15674
6251,15682
6252,15684
6253,15687
6254,15689
6255,15694
6256,15698
6257,15707
6258,15713
6259,15714
6260,15717
6261,15718
6262,15722
6263,15727
6264,15731
6265,15738
6266,15742
6267,15749
6268,15752
6269,15753
6270,15754
6271,15755
6272,15760
6273,15762
6274,15771
6275,15772
6276,15773
6277,15776
6278,15778
6279,15779
6280,15781
6281,15782
6282,15785
6283,15786
6284,15787
6285,15788
6286,15791
6287,15793
6288,15795
6289,15797
6290,15803
6291,15804
6292,15807
6293,15808
6294,15816
6295,15821
6296,15828
6297,15831
6298,15832
6299,15835
6300,15840
6301,15844
6302,15845
6303,15851
6304,15852
6305,15860
6306,15870
6307,15873
6308,15878
6309,15887
6310,15889
6311,15892
6312,15894
6313,15896
6314,15897
6315,15901
6316,15904
6317,15907
6318,15910
6319,15911
6320,15912
6321,15914
6322,15919
6323,15922
6324,15925
6325,15935
6326,15936
6327,15939
6328,15940
6329,15941
6330,15942
6331,15944
6332,15948
6333,15953
6334,15962
6335,15971
6336,15973
6337,15974
6338,15977
6339,15978
6340,15981
6341,15982
6342,15984
6343,15985
6344,15992
6345,15995
6346,15996
6347,16004
6348,16010
6349,16012
6350,16016
6351,16024
6352,16028
6353,16040
6354,16042
6355,16045
6356,16053
6357,16056
6358,16057
6359,16063
6360,16064
6361,16067
6362,16069
6363,16072
6364,16073
6365,16078
6366,16089
6367,16095
6368,16100
6369,16107
6370,16110
6371,16120
6372,16124
6373,16127
6374,16130
6375,16135
6376,16137
6377,16139
6378,16171
6379,16172
6380,16175
6381,16178
6382,16181
6383,16183
6384,16187
6385,16190
6386,16191
6387,16192
6388,16195
6389,16197
6390,16199
6391,16200
6392,16202
6393,16204
6394,16207
6395,16213
6396,16215
6397,16216
6398,16219
6399,16228
6400,16232
6401,16242
6402,16243
6403,16245
6404,16249
6405,16253
6406,16254
6407,16255
6408,16256
6409,16259
6410,16263
6411,16269
6412,16271
6413,16272
6414,16274
6415,16280
6416,16284
6417,16285
6418,16286
6419,16289
6420,16291
6421,16297
6422,16302
6423,16303
6424,16313
6425,16320
6426,16324
6427,16325
6428,16326
6429,16327
6430,16328
6431,16330
6432,16334
6433,16335
6434,16339
6435,16341
6436,16342
6437,16344
6438,16346
6439,16352
6440,16354
6441,16357
6442,16360
6443,16365
6444,16368
6445,16369
6446,16371
6447,16376
6448,16378
6449,16383
6450,16384
6451,16385
6452,16386
6453,16389
6454,16390
6455,16395
6456,16398
6457,16399
6458,16401
6459,16405
6460,16411
6461,16415
6462,16420
6463,16424
6464,16426
6465,16427
6466,16435
6467,16436
6468,16442
6469,16448
6470,16449
6471,16452
6472,16457
6473,16461
6474,16464
6475,16468
6476,16474
6477,16477
6478,16478
6479,16483
6480,16488
6481,16491
6482,16497
6483,16501
6484,16502
6485,16506
6486,16507
6487,16508
6488,16511
6489,16512
6490,16513
6491,16520
6492,16522
6493,16527
6494,16528
6495,16531
6496,16533
6497,16534
6498,16540
6499,16550
6500,16551
6501,16552
6502,16558
6503,16560
6504,16563
6505,16571
6506,16575
6507,16583
6508,16585
6509,16587
6510,16589
6511,16595
6512,16598
6513,16602
6514,16604
6515,16606
6516,16607
6517,16609
6518,16610
6519,16614
6520,16624
6521,16626
6522,16634
6523,16635
6524,16640
6525,16644
6526,16645
6527,16653
6528,16655
6529,16668
6530,16670
6531,16671
6532,16672
6533,16680
6534,16684
6535,16687
6536,16692
6537,16693
6538,16695
6539,16700
6540,16705
6541,16709
6542,16717
6543,16725
6544,16727
6545,16729
6546,16744
6547,16746
6548,16747
6549,16748
6550,16751
6551,16756
6552,16761
6553,16762
6554,16766
6555,16781
6556,16782
6557,16787
6558,16794
6559,16796
6560,16805
6561,16808
6562,16813
6563,16819
6564,16823
6565,16824
6566,16825
6567,16829
6568,16830
6569,16833
6570,16839
6571,16840
6572,16846
6573,16850
6574,16852
6575,16853
6576,16858
6577,16861
6578,16864
6579,16865
6580,16870
6581,16874
6582,16879
6583,16881
6584,16886
6585,16887
6586,16889
6587,16891
6588,16894
6589,16897
6590,16898
6591,16901
6592,16904
6593,16909
6594,16910
6595,16914
6596,16915
6597,16920
6598,16921
6599,16933
6600,16945
6601,16948
6602,16949
6603,16950
6604,16955
6605,16959
6606,16964
6607,16973
6608,16974
6609,16984
6610,16988
6611,16990
6612,16993
6613,16996
6614,17001
6615,17006
6616,17007
6617,17013
6618,17015
6619,17022
6620,17023
6621,17025
6622,17033
6623,17034
6624,17035
6625,17039
6626,17041
6627,17046
6628,17047
6629,17050
6630,17057
6631,17059
6632,17060
6633,17061
6634,17064
6635,17066
6636,17070
6637,17074
6638,17078
6639,17083
6640,17087
6641,17089
6642,17091
6643,17092
6644,17093
6645,17097
6646,17098
6647,17102
6648,17103
6649,17105
6650,17106
6651,17111
6652,17114
6653,17120
6654,17121
6655,17123
6656,17126
6657,17136
6658,17137
6659,17141
6660,17142
6661,17143
6662,17152
6663,17153
6664,17156
6665,17158
6666,17163
6667,17167
6668,17170
6669,17172
6670,17174
6671,17176
6672,17177
6673,17178
6674,17179
6675,17180
6676,17183
6677,17186
6678,17193
6679,17195
6680,17198
6681,17199
6682,17200
6683,17203
6684,17204
6685,17206
6686,17207
6687,17217
6688,17221
6689,17229
6690,17240
6691,17243
6692,17245
6693,17249
6694,17250
6695,17255
6696,17260
6697,17261
6698,17266
6699,17267
6700,17270
6701,17272
6702,17273
6703,17276
6704,17280
6705,17281
6706,17283
6707,17286
6708,17288
6709,17289
6710,17297
6711,17301
6712,17306
6713,17309
6714,17310
6715,17313
6716,17314
6717,17320
6718,17326
6719,17327
6720,17328
6721,17331
6722,17333
6723,17338
6724,17343
6725,17344
6726,17350
6727,17352
6728,17353
6729,17355
6730,17358
6731,17359
6732,17363
6733,17368
6734,17371
6735,17377
6736,17398
6737,17401
6738,17405
6739,17406
6740,17409
6741,17412
6742,17422
6743,17425
6744,17429
6745,17443
6746,17444
6747,17445
6748,17451
6749,17456
6750,17462
6751,17463
6752,17477
6753,17478
6754,17479
6755,17480
6756,17484
6757,17485
6758,17495
6759,17500
6760,17507
6761,17508
6762,17511
6763,17515
6764,17516
6765,17525
6766,17527
6767,17537
6768,17538
6769,17540
6770,17544
6771,17545
6772,17555
6773,17556
6774,17563
6775,17564
6776,17565
6777,17566
6778,17574
6779,17577
6780,17588
6781,17599
6782,17604
6783,17607
6784,17611
6785,17612
6786,17616
6787,17622
6788,17623
6789,17624
6790,17627
6791,17640
6792,17644
6793,17645
6794,17648
6795,17652
6796,17654
6797,17657
6798,17659
6799,17667
6800,17671
6801,17673
6802,17674
6803,17679
6804,17681
6805,17683
6806,17685
6807,17686
6808,17690
6809,17691
6810,17692
6811,17703
6812,17706
6813,17707
6814,17708
6815,17713
6816,17714
6817,17715
6818,17721
6819,17732
6820,17734
6821,17739
6822,17746
6823,17748
6824,17753
6825,17755
6826,17760
6827,17767
6828,17769
6829,17773
6830,17778
6831,17786
6832,17793
6833,17795
6834,17802
6835,17803
6836,17805
6837,17811
6838,17812
6839,17814
6840,17822
6841,17823
6842,17829
6843,17842
6844,17844
6845,17845
6846,17849
6847,17850
6848,17855
6849,17856
6850,17858
6851,17861
6852,17866
6853,17873
6854,17875
6855,17879
6856,17882
6857,17890
6858,17892
6859,17900
6860,17902
6861,17910
6862,17911
6863,17913
6864,17914
6865,17916
6866,17917
6867,17918
6868,17922
6869,17924
6870,17925
6871,17928
6872,17931
6873,17933
6874,17935
6875,17936
6876,17939
6877,17941
6878,17945
6879,17954
6880,17959
6881,17960
6882,17961
6883,17966
6884,17970
6885,17972
6886,17980
6887,17981
6888,17984
6889,17991
6890,17993
6891,17998
6892,18004
6893,18005
6894,18006
6895,18007
6896,18009
6897,18010
6898,18018
6899,18019
6900,18021
6901,18022
6902,18023
6903,18025
6904,18027
6905,18030
6906,18032
6907,18033
6908,18035
6909,18036
6910,18043
6911,18044
6912,18048
6913,18055
6914,18060
6915,18063
6916,18087
6917,18092
6918,18094
6919,18098
6920,18102
6921,18103
6922,18105
6923,18109
6924,18111
6925,18121
6926,18123
6927,18133
6928,18135
6929,18141
6930,18146
6931,18149
6932,18155
6933,18156
6934,18160
6935,18163
6936,18165
6937,18167
6938,18169
6939,18181
6940,18185
6941,18186
6942,18187
6943,18192
6944,18194
6945,18199
6946,18206
6947,18210
6948,18214
6949,18217
6950,18218
6951,18222
6952,18223
6953,18225
6954,18226
6955,18227
6956,18230
6957,18231
6958,18232
6959,18233
6960,18236
6961,18247
6962,18254
6963,18259
6964,18260
6965,18263
6966,18268
6967,18273
6968,18275
6969,18287
6970,18289
6971,18292
6972,18293
6973,18301
6974,18309
6975,18310
6976,18311
6977,18312
6978,18313
6979,18316
6980,18318
6981,18322
6982,18329
6983,18330
6984,18338
6985,18343
6986,18344
6987,18345
6988,18349
6989,18350
6990,18351
6991,18359
6992,18360
6993,18362
6994,18368
6995,18369
6996,18372
6997,18374
6998,18377
6999,18378
7000,18383
7001,18386
7002,18388
7003,18391
7004,18403
7005,18407
7006,18409
7007,18410
7008,18411
7009,18412
7010,18414
7011,18416
7012,18419
7013,18421
7014,18425
7015,18430
7016,18432
7017,18438
7018,18443
7019,18448
7020,18450
7021,18452
7022,18458
7023,18459
7024,18460
7025,18463
7026,18465
7027,18468
7028,18469
7029,18471
7030,18474
7031,18477
7032,18480
7033,18482
7034,18483
7035,18485
7036,18486
7037,18487
7038,18488
7039,18506
7040,18507
7041,18508
7042,18512
7043,18514
7044,18517
7045,18520
7046,18525
7047,18527
7048,18529
7049,18531
7050,18536
7051,18540
7052,18541
7053,18550
7054,18552
7055,18555
7056,18557
7057,18559
7058,18568
7059,18569
7060,18570
7061,18575
7062,18580
7063,18583
7064,18584
7065,18585
7066,18586
7067,18594
7068,18596
7069,18598
7070,18606
7071,18608
7072,18609
7073,18611
7074,18617
7075,18618
7076,18619
7077,18620
7078,18625
7079,18628
7080,18633
7081,18644
7082,18650
7083,18652
7084,18654
7085,18655
7086,18658
7087,18665
7088,18668
7089,18685
7090,18689
7091,18692
7092,18695
7093,18696
7094,18703
7095,18708
7096,18709
7097,18712
7098,18720
7099,18723
7100,18724
7101,18735
7102,18736
7103,18738
7104,18739
7105,18747
7106,18751
7107,18753
7108,18754
7109,18760
7110,18762
7111,18764
7112,18767
7113,18771
7114,18788
7115,18790
7116,18793
7117,18797
7118,18799
7119,18804
7120,18807
7121,18808
7122,18812
7123,18813
7124,18815
7125,18818
7126,18819
7127,18826
7128,18832
7129,18834
7130,18836
7131,18846
7132,18854
7133,18857
7134,18862
7135,18864
7136,18867
7137,18868
7138,18870
7139,18876
7140,18880
7141,18881
7142,18883
7143,18893
7144,18894
7145,18896
7146,18898
7147,18902
7148,18906
7149,18907
7150,18909
7151,18911
7152,18914
7153,18915
7154,18921
7155,18923
7156,18924
7157,18926
7158,18927
7159,18929
7160,18930
7161,18935
7162,18944
7163,18957
7164,18965
7165,18966
7166,18969
7167,18971
7168,18974
7169,18975
7170,18978
7171,18981
7172,18986
7173,18991
7174,18994
7175,18997
7176,18999
7177,19001
7178,19018
7179,19019
7180,19027
7181,19028
7182,19030
7183,19032
7184,19037
7185,19038
7186,19043
7187,19045
7188,19058
7189,19062
7190,19063
7191,19070
7192,19075
7193,19077
7194,19081
7195,19082
7196,19084
7197,19086
7198,19091
7199,19093
7200,19095
7201,19103
7202,19106
7203,19109
7204,19114
7205,19115
7206,19123
7207,19131
7208,19134
7209,19137
7210,19140
7211,19144
7212,19145
7213,19148
7214,19154
7215,19156
7216,19158
7217,19168
7218,19177
7219,19183
7220,19185
7221,19188
7222,19190
7223,19191
7224,19196
7225,19198
7226,19200
7227,19201
7228,19212
7229,19224
7230,19225
7231,19232
7232,19235
7233,19239
7234,19252
7235,19255
7236,19261
7237,19262
7238,19264
7239,19266
7240,19268
7241,19269
7242,19271
7243,19272
7244,19273
7245,19274
7246,19275
7247,19276
7248,19277
7249,19278
7250,19280
7251,19281
7252,19282
7253,19285
7254,19289
7255,19290
7256,19291
7257,19293
7258,19296
7259,19303
7260,19306
7261,19308
7262,19311
7263,19312
7264,19315
7265,19317
7266,19323
7267,19325
7268,19328
7269,19330
7270,19332
7271,19333
7272,19342
7273,19345
7274,19346
7275,19352
7276,19356
7277,19358
7278,19360
7279,19362
7280,19367
7281,19370
7282,19372
7283,19373
7284,19375
7285,19383
7286,19386
7287,19389
7288,19391
7289,19394
7290,19402
7291,19404
7292,19406
7293,19414
7294,19422
7295,19429
7296,19430
7297,19434
7298,19435
7299,19440
7300,19442
7301,19446
7302,19448
7303,19451
7304,19457
7305,19463
7306,19464
7307,19465
7308,19466
7309,19480
7310,19482
7311,19486
7312,19489
7313,19491
7314,19497
7315,19506
7316,19510
7317,19517
7318,19521
7319,19522
7320,19524
7321,19525
7322,19531
7323,19534
7324,19537
7325,19539
7326,19544
7327,19545
7328,19546
